sadness,Layin n bed with a headache  ughhhh...waitin on your call...
sadness,Funeral ceremony...gloomy friday...
sadness,"I should be sleep, but im not! thinking about an old friend who I want. but he's married now. damn, &amp; he wants me 2! scandalous!"
sadness,@charviray Charlene my love. I miss you
sadness,@kelcouch I'm sorry  at least it's Friday?
sadness,@BrodyJenner if u watch the hills in london u will realise what tourture it is because were weeks and weeks late  i just watch itonlinelol
sadness,So sleepy again and it's not even that late. I fail once again.
sadness,How are YOU convinced that I have always wanted you? What signals did I give off...damn I think I just lost another friend
sadness,"@IsaacMascote  i'm sorry people are so rude to you, isaac, they should get some manners and know better than to be so lewd!"
sadness,"@maternitytees Aww  Onward and upwards now, yay! Still sad to leave I bet."
sadness,diesel yaris... 70mpg  so sad its not available in the US. That'd be awesome.
sadness,I want to buy this great album but unfortunately i dont hav enuff funds  its &quot;long time noisy&quot;
sadness,@Pokinatcha  in all honesty...pain   blech.
sadness,Ok ... the passengers ... no one is alive ... they're all dead ... you just don't know it til the end ... then you cry ...
sadness,"@gcrush @nopantsdance i was just thinking about how excited i am for you guys to move, but then i realized how sad i am to see you go."
sadness,dont wanna work 11-830 tomorrow  but i get paid
sadness,feels sad coz i wasnt able to play with the guys!!!  http://plurk.com/p/wxiux
sadness,Darn these allergies! I don't like this time of year because of this! I never used to have this problem either
sadness,"I wish she knew what she puts me through..She stole my heart, never gave it back..and occasionally she likes to be like look what I have!"
sadness,@neesabear early happy day of birth in case I don't make it! Very tired from therapy today n just taking my medicine!  misshu! Love ya!
sadness,wonders why her Karma points turned into 0.00.  http://plurk.com/p/wxj54
sadness,Is miserable  i feel like im gona cry  sux!
sadness,*sigh* I'm going to bed... I just don't feel right anymore...
sadness,Now I am depressed after watching so you think you can dance
sadness,"Last day working for the Uni today, sad times"
sadness,is still missing her husband.    I really want him home.
sadness,I miss my puppy
sadness,@nzdeany I've given up on pizza - kids would never let me have my fav  (the hot ones)
sadness,@BarbSchaefer yearling in pet home died... very sad for their whole family
sadness,well fuck- this new pain med has an odd warning that actually applies to me. i can't take this. -chan is displeased.
sadness,just uploaded my new blog... a painful story about an 80s year old man who cried because he wanted to die... very sad
sadness,I just saw pics from this past Thanksgiving and am sad because Grandma was in them.
sadness,Took a shift tomorrow.    I don't really feel like working right now.
sadness,Too bad the Red Devils.. disappointing to say the least
sadness,"@xdjio Have a 3ware 9650SE, not fast enough for 3x X25-M SSD RAID5. 800Mhz IOP on the HPT. Might try an Adaptec 5405 (1.2Ghz)."
sadness,@AlexanderGWhite daaammmnnnnn I do wish I was there.
sadness,@yuki_hime I played up until the latter parts of the voodoo village part co-op until I lost my usual partner
sadness,is a bad friend
sadness,"@moggy99 No internet last night; ER was brill, there was a massive explosion at the end of a nearby gas works ER on standby"
sadness,@lenje - Still a pity it comes with no lamb though
sadness,@bloomsday16  I'm sorry to hear that. Here is my optimist: Things will get better. For all of us.
sadness,Had to cancel wow for now
sadness,@fairyfroggie But yeah...I'm sad about my &quot;Ravenclaw&quot; account. I love that account to bits.
sadness,Up late with nothin 2 do.....
sadness,sometimes i wish things could go back to the way they were the beginning of last summer
sadness,"@kateisbored I feel the same way, but I guess no matter where you are there will always be memes."
sadness,Cute Malay girl came to seemy room for rent - sadly think it was for her guyfreind   bit misleading and disappointing LOL
sadness,"Everytime I send an email to my coach, I feel a need to practice.   shitty balls.  Lol"
sadness,It's pissing me off and not letting me follow ericka
sadness,Is going to sleep not peaceful  wanted to hear him say Good Night but that didn't happen  Good Night everyone....
sadness,my mums trying to make me feel ebtter about stopping voting adn not winning shortstack. i almost cried.
sadness,@YumiFujii i'll miss y'all back... give @LesleyBoudy my regards...
sadness,Just found mj mouse flats at DJs. Of course there are none left in my size
sadness,@xoshayzers i knoww  things won't be the samee &lt;/3
sadness,I can't believe the Metal Gear Solid song was stolen    I'm so disappointed  http://bit.ly/YKkSu
sadness,@MacZombieRawr  I wish I had Left 4 Dead. But first I'd need something to play it on...
sadness,no more arrested development. i am sad.
sadness,omg i keep losing followers this is so sad  i want 90 one day....thats my goal ;D
sadness,I feel so deflated. No more doggy.
sadness,"I just had to empty my trash on the mac. that was one of THE MOST DIFFICULT things I have ever done in my life. 8,000 pictures are GONE."
sadness,im contacting PAWS Philippines so i can find &quot;tiger&quot; a new owner. im so sad. i love my dog soo much
sadness,just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to be over
sadness,Fuuudge. Movie store is closed
sadness,ALO is so sad and quiet and empty tonight
sadness,@Mona26 Aw where are you headed to? i just cancelled my trip to Aussie
sadness,Sad that Christian Lacroix had to file bankruptcy
sadness,Have to go to the dreaded DMV tomorrow
sadness,Taylor Swift and Joe Jonas looked really good together. I'm kinda sad they broke up.
sadness,God I just want to sleep.
sadness,Found my book. Starting a real paper-bound journal tonight. Have an annoying zit above my lip. Makes me look like I have herpes
sadness,@imjustlalayone damn girl I'm so down but ya gotta let me know so I can get my kit together &amp; I got a flyer  Any next weekend? I&quot;M DOWN!
sadness,"@JustinOdom dbl booooooo for being sick, flippin blows! ... bahaha i kno i dont have many friends on here either. i feel so lame  haha"
sadness,"@hello_jodie Um, I was thrown from @JareWolf's van yesterday and had to be taken to the ER"
sadness,my stupid tooooth hurts
sadness,I'm awake. Anybody else awake? Wish I lived in the US since all the fun happens when I'm asleep!
sadness,"Morning everyone sorry for going early last night had bad news, felt totally crap   Today is a new day"
sadness,"how I wish my parents put me into a Chinese school when I was younger. Then, it'll be so much easier for me to get a job..."
sadness,@joiskol  being in your room makes me sad.
sadness,@meljachin: eww. dislike
sadness,"@SuzyDunkley sorry bout the cat,"
sadness,missed iron chef
sadness,what a bad day
sadness,I miss my mom..  &quot;May angels lead you in&quot;
sadness,@chocolovere i feel the same way every day
sadness,Sleppytime. Really missing my godfather right now. Love you Wayne
sadness,"@jwray12 Lakers, baby Lakers!! I'll miss the game tmwr. I have to work  you'll have to keep me posted please"
sadness,"comfort food of the day: pan mee. though, it didnt taste any good.."
sadness,misses my baby.
sadness,I'm poorly and can't sleep
sadness,has work tom.
sadness,today we say goodbye to the second good friend in a week from dmp  but at least the sun is shinning and I'm definately NOT working this pm
sadness,Sometimes the things you say hurt the ones you love most unintentionally.  And you can never ever take it back or fix it.
sadness,Having Fever  dont feel to work
sadness,missing @MeLDiBiAsE...6 days can't pass quick enough
sadness,"Working from home today, my back is killing me  Doctor and then physio after later today."
sadness,Missing you all deeply
sadness,"@Ravels sniff sniff  take care ravels! Hopefully we'll be chatting again soon. In the mean time, I'll HELLA miss you."
sadness,I don't want her to leave..
sadness,"@KaliyahPjones lmao...thats sad, kinda discourages me 4rom goin if the shit's wack"
sadness,@WillyNorthpole I wish I was there
sadness,"I miss my little Batty, she was only 3 months old when she got sick, she was always so fun and full of life &lt;3 Even at the very end..."
sadness,bed bed bed @samuelasanders do you never answer texts anymore?  I thought of you the other day and sent one but never heard back. Sad day
sadness,@brianshead waah. We're no longer your peeps.
sadness,@angelica_yo LOL wow dawg doesn't sound like you're playing!  I feel bad now haha
sadness,@MariusLT I'm sorry about your bad driving experiences.
sadness,Already misses @CMontecillo
sadness,Gutted that the bathroom still isn't free- early work isn't going to happen  . And I need the loo!
sadness,thank you @ddlovato (: cant wait!!!! ummm btw ima crash still sick
sadness,@joek949 It's depressing I'm stuck inside all day
sadness,Upsidedown tomato plants died!
sadness,@ddlovato Caan't Iht Be Earlier? ICant Wait That Long.  Ahar. (:
sadness,http://twitpic.com/663vr - Wanted to visit the animals but we were too late
sadness,#jonaswebcast i just missed it!!!!
sadness,So exhausted..can't sleep. I don't like these nights
sadness,i'm gonna miss all the live Comet action tomorrow! i have to go take care of my cousins and they don't have access to the interwebz
sadness,@NothinButSin sorry to hear that.
sadness,Just found out I can't drink at this bar! Booo missing e1 at palomino's! No cheers sad face
sadness,I don't wanna go back to work   sleepy time.
sadness,http://bit.ly/3W9w1  NOOOO! he goes for Orlando! OMG  I'm gonna CRY!!!!!!!!
sadness,"@johnpopham Morning John, yes I do, however I have a diary clash and sadly can't attend!"
sadness,I miss my friend
sadness,Yea i just saw this really sad commercial
sadness,Hmmm. Using TinyTwitter on a small non-touch screen is really not much fun
sadness,even though everyone wanted to do a newish song and our teacher agreed :S old grumpy doesn't like us happy  haha
sadness,@razitul ya. i was suffering the whole day yesterday. met dentist and feel a bit better. i still look like rocky balboa though
sadness,I didn't get a callback for the play I cried...  oh well I guess it's back to being a techie..
sadness,@lunafactor I kinda wish I went with you now!.. I can't fall asleep
sadness,@Dakshinamurti Not yet... sorry
sadness,FALL ASLEEP ON ME AGAIN  But I know how it feels now LOL. Drag Me To Hell tonight! Quite excited
sadness,um... so I don't think my text msgs have a &quot;subject line&quot; ... I fail
sadness,"@askegg I'm sorry, Andrew. I wish there was something I could do..."
sadness,as if i finsh work at eleven.. IS THAT EVEN ALLOWD?  cauz i really dont want to.. lol
sadness,"@AmandaMallard i'm not at chaseton's either  please don't die, my heart will be really sad"
sadness,"I can't sleep, this is so darn frustrating."
sadness,@stormyamorette just one of those days where loneliness creeps up on you slaps you in the face.
sadness,RIP kelly  fucccccck
sadness,Not feeling too good
sadness,Ok. Time to nodd off its gonna be a long day tomorrow. Saying goodbye to my car for good
sadness,i miss oklahomaaaaa  listening to citizen cope til i pass out.
sadness,its funny. i'm kinda sad on my last day
sadness,Wishes you had teased me with movie night
sadness,@johneast I've missed one this year(!). It's the forbidden fruit. Of all the trees in the garden I munch in disappointment on that one.
sadness,"So Cal Dachshund Rescue found a home for my foster pup, Max. I'm soooooo sad to see him leave"
sadness,wow I feel like ish  and I really feel bad because those ignorent aholes wont overturn prop 8
sadness,Wishes you hadn't teased me with movie night
sadness,"maybe i should take up drinking again, feel as if i have a ,massive hangover  still not ,yself today"
sadness,I was too sleepy earlier and i didnt get to see matt
sadness,"Downloadfestival's lineup isn't as good as i thought it was. There are some other awesome bands doing the festivals, but missing DL"
sadness,oh no my tweetdeck is malfunctioning :O il have web will its fixd
sadness,"@ElectraX ...i'm sorry about you are still sick  u know most of them, AND i know that u will guess the &quot;pelzer present&quot; ;-)"
sadness,@maliciousmandy1 Adam Samberg + new moon trailor = good evening. Too bad my cable is off as of friday
sadness,Annnnnnddd another one bites the dust
sadness,"on my 42nd written fuck.. i get less ideas every day, and every day"
sadness,@hammett I wish I could have time for my xbox  project all tied
sadness,feels like crap whenever she lays down. @)(1+-'$#! I hate heartburn &amp; backaches!
sadness,@katiefreeze I miss you!!!! It's lonely and empty without you!  http://yfrog.com/3o3zxoj
sadness,Missing Everyone
sadness,My sisser is moving tomorrow and of makes me sad  actually I guess technically in a couple of hours since it's already Friday.
sadness,@wired that is so sad
sadness,is still sick  sigh
sadness,i feel really weird
sadness,my throat hurts  gonna go read and go to bed. text mee!
sadness,fjdskal im really frustrated.
sadness,"@kenyaimagine ... much more injustice than we can imagine now. It will get worse before it gets better, I am afraid. No doubt here. Sorry"
sadness,Sooo.....I'm kind of sick n tired of the bs that guys dish out  !!!!!!!!
sadness,"@StarOnMaineSt idk lol my head hurts. rly bad. &amp; so does my stomach... hmm... personally, i think its from all the #s ive had 2 deal wit"
sadness,what a beautiful day - shame I've got to spend it in an office
sadness,Just finished watching the series return of the Chasers War on Everything - really quite crap compared to how it used to be
sadness,http://twitpic.com/664b7 - miss my bestfriend :'( now she left school
sadness,"Morning all. The water heating's packed up, so i can't have a bath. I REALLY want a bath!"
sadness,Blackout in the city is never good
sadness,@half_a_mind Chris and I are staying in Glasgow instead cause there is absolutely no accomodation in Edinburgh due to the marathon
sadness,@t_isfortammy Sad tweets are sad
sadness,Have decided I just can't stand @GuyKawasaki's Alltop spam any longer.
sadness,i miss rich
sadness,home from ice cream tweet-up (my very first tweet-up!) No pics because my camera battery died last night and i forgot to charge it
sadness,@narain Dun wanna travel all the way there for lunch now. But yeah i have been there. Nice place. Missing Shan-e-Punjab though...
sadness,@xMyLifesAStoryx rob got lucky that game he beat me 209-205
sadness,home from school had the shitest day today
sadness,"@hobosexual lol.  When I went to buy my new laptop in Feb., I already knew, lol, but I looked anyway and walked away sadfaced. :/"
sadness,Sitting by myself. Everyone took the good seats.
sadness,@sfannah Ahhhhh  Well at least I'm up to!
sadness,@DHughesy ME! oh wait wrong state
sadness,Sorry was that mean
sadness,"@rscheuer sorry, is only in spanish for the moment"
sadness,has had the flu pass unto me by andy...went shopping and got fresh chicken for chicken soup...but no d&amp;d this sat ...is a sad panda
sadness,not well
sadness,@shaundiviney i didnt get the msg!! :'( but i bought princess
sadness,"There's Nothing To Do Right Now And I'm Tired But I Don't Want To Sleep. Cleaned Up Pretty Good, So Proud. At Least I'd Be A Good Janitor"
sadness,@Madush oh my... now im offended.  ha
sadness,The 3d version of Up sold out   regular version it is!
sadness,@NickTheIntern my love!!! We still havn't done lunch together like we said we would.. I miss you my friend
sadness,now aches &amp; chills have joined the party. Why couldn't the cold just go away? It had to get worse?
sadness,bed. with stomach ache
sadness,@HazelAngeli @V0TR0N  too bad Vo got me sick I think  &amp; I don't even have meds to feel like you.
sadness,Honza takes his flight back to the Czech Republic in the morning  I'm really going to miss him.
sadness,Matty is le tired.
sadness,@NellaGrl not really having a good night... missing my little girl...
sadness,Ahh man up and getting ready for work  I wanna sleep!!!
sadness,Wish I was at sri panwa now
sadness,"wants to listen to musiq soulchild, but it is not on the iPod"
sadness,i miss seeing fireflies.....
sadness,@Brookeleeadams hang in there- health should be priority #1 right now! i do hate seeing good people get mistreated so i'm genuinely sorry
sadness,Had a awesome time 2. Got2meet brandon rhyder! Unfortunatly i can't sleep n tomorrow.  back 2 the ole job. @pattymlt got my game face on!
sadness,@Saresa And I feel your pain.
sadness,2orw!!!!! Nooooooo I want to go back to Newcastle!!!!
sadness,@Jessicaveronica you guys gonna tour with Short Stack again? I missed your last tour  Me friend went and said it was mad!
sadness,I'm going to miss Miss Suhana
sadness,Why are the sinks in hospital toilets so low? Now the crotch of my grey suit is spattered with water! Just in time for Physio
sadness,I should go get a life. Sam just texted me 'Phuture tonight?'  http://sgBEAT.com/pic/81/
sadness,sad that will have to leave my beautiful apartment
sadness,Waiting on the bus! I miss my car
sadness,"says I'm still dreaming about that Nikon D60..erRr!  *ate, kuya **PLEASE** lang* huhuh http://plurk.com/p/wxrx5"
sadness,It is kind of lonely when nobody will answer their phone.
sadness,Rest In Peace  ADaM 12 &amp; GLeNN EPPS.... Gone but never forgotten... what a week ...Loud in da air 4 ya
sadness,"is having the worst week, things really do happen in threes"
sadness,@katrinalmoreno and im an idiot for missing their last show
sadness,@chuybe. you left me first .. and left your bed here for me to look at
sadness,Sadly I am bprohibiting myself from tweeting tonight. Sorry
sadness,"@kesoleil Oh man, Did Yogg today. Worse than last week."
sadness,@anant25121986 it is so unfair that all the good rock shows happen only in B'lore and Pune
